month,position_id,role,function,cost_bucket,sales_role,location,origin,fte,tenure_months,salary,bonus,employer_tax,benefits,recruiting,capex,people_cost
2026-10,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,49,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-11,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,50,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-12,emp-0001,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,51,9012.47628188621,720.9981025508968,1070.6821822880818,540.7485769131725,0.0,0.0,11344.90514363836
2026-01,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,42,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-02,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,43,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-03,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,44,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-04,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,45,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-05,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,46,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-06,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,47,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-07,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,48,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-08,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,49,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-09,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,50,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-10,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,51,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-11,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,52,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-12,emp-0003,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,53,9715.388695814172,777.2310956651338,1154.1881770627238,582.9233217488503,0.0,0.0,12229.731290290882
2026-01,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,60,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-02,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,61,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-03,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,62,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-04,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,63,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-05,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,64,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-06,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,65,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-07,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,66,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-08,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,67,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-09,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,68,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-10,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,69,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-11,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,70,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-12,emp-0004,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,71,9685.964419037267,774.8771535229814,1150.6925729816273,581.157865142236,0.0,0.0,12192.69201068411
2026-01,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,38,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-02,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,39,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-03,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,40,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-04,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,41,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-05,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,42,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-06,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,43,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-07,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,44,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-08,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,45,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-09,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,46,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-10,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,47,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-11,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,48,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-12,emp-0005,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,49,8690.115552704176,695.209244216334,1032.385727661256,521.4069331622505,0.0,0.0,10939.117457744016
2026-01,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,23,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-02,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,24,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-03,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,25,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-04,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,26,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-05,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,27,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-06,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,28,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-07,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,29,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-08,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,30,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-09,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,31,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-10,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,32,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-11,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,33,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-12,emp-0006,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,34,8036.707822414311,642.9366257931449,954.76088930282,482.2024693448586,0.0,0.0,10116.607806855132
2026-01,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,75,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-02,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,76,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-03,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,77,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-04,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,78,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-05,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,79,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-06,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,80,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-07,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,81,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-08,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,82,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-09,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,83,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-10,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,84,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-11,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,85,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-12,emp-0007,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,86,10776.039771157955,862.0831816926365,1280.193524813565,646.5623862694773,0.0,0.0,13564.878863933634
2026-01,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,61,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-02,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,62,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-03,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,63,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-04,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,64,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-05,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,65,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-06,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,66,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-07,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,67,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-08,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,68,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-09,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,69,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-10,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,70,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-11,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,71,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-12,emp-0008,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,72,8998.321843582316,719.8657474865853,1069.0006350175793,539.8993106149389,0.0,0.0,11327.08753670142
2026-01,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,54,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-02,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,55,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-03,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,56,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-04,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,57,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-05,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,58,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-06,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,59,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-07,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,60,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-08,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,61,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-09,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,62,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-10,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,63,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-11,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,64,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-12,emp-0009,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,65,9605.151585683678,768.4121268546942,1141.092008379221,576.3090951410206,0.0,0.0,12090.964816058615
2026-01,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,67,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-02,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,68,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-03,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,69,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-04,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,70,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-05,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,71,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-06,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,72,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-07,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,73,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-08,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,74,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-09,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,75,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-10,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,76,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-11,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,77,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-12,emp-0010,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,78,10166.413744633963,813.313099570717,1207.7699528625149,609.9848246780377,0.0,0.0,12797.481621745233
2026-01,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,21,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-02,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,22,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-03,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,23,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-04,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,24,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-05,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,25,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-06,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,26,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-07,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,27,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-08,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,28,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-09,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,29,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-10,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,30,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-11,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,31,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-12,emp-0011,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,32,7868.639501614063,629.4911601291251,934.7943727917506,472.11837009684376,0.0,0.0,9905.04340463178
2026-01,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,19,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-02,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,20,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-03,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,21,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-04,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,22,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-05,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,23,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-06,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,24,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-07,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,25,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-08,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,26,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-09,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,27,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-10,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,28,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-11,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,29,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-12,emp-0012,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,30,8048.196665655135,643.8557332524108,956.1257638798301,482.8917999393081,0.0,0.0,10131.069962726686
2026-01,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,66,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-02,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,67,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-03,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,68,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-04,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,69,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-05,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,70,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-06,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,71,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-07,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,72,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-08,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,73,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
2026-09,emp-0013,Software Engineer,R&D,R&D,False,Montreal,roster,1.0,74,9088.844039949543,727.1075231959635,1079.7546719460058,545.3306423969725,0.0,0.0,11441.036877488485
