month,line,line_label,component,budget,actual,impact,detail,budget_line,material
2026-03,ga_software,Software seats,spend,25930.8,24120.0,1810.7999999999993,"24,120 against 25,931 budgeted",25930.8,False
2026-03,ga_fixed,Fixed G&A,spend,75000.0,75000.0,-0.0,"75,000 against 75,000 budgeted",75000.0,False
2026-04,revenue_platform,Platform revenue,volume,1763407.1607012397,1713674.2334110932,-63630.51670328785,Platform customers 504 against 523 budgeted,1763407.1607012397,True
2026-04,revenue_platform,Platform revenue,price,1763407.1607012397,1713674.2334110932,13897.589413141328,"Platform revenue per customer 3,400 against 3,373 budgeted (monthly)",1763407.1607012397,False
2026-04,revenue_insights,Insights revenue,volume,146734.36264974554,139082.29511292605,-7652.067536819499,Insights customers 119 against 125 budgeted,146734.36264974554,False
2026-04,revenue_insights,Insights revenue,price,146734.36264974554,139082.29511292605,0.0,"Insights revenue per customer 1,169 against 1,169 budgeted (monthly)",146734.36264974554,False
2026-04,cogs_cloud,Cloud hosting,usage,151773.6070798049,168149.59823270235,-16375.991152897433,"331,534 compute units against 292,796 budgeted",151773.6070798049,False
2026-04,cogs_cloud,Cloud hosting,rate,151773.6070798049,168149.59823270235,-1.840384593662811e-11,effective unit cost 0.4227 against 0.4227 budgeted,151773.6070798049,False
2026-04,cogs_cloud,Cloud hosting,fixed,151773.6070798049,168149.59823270235,-0.0,"fixed cloud 28,000 against 28,000 budgeted",151773.6070798049,False
2026-04,cogs_payroll,Customer operations payroll,headcount,288569.46031973476,283037.14714198903,4627.20708967506,27.0 FTE against 27.4 budgeted (budget net of vacancy allowance),288569.46031973476,False
2026-04,cogs_payroll,Customer operations payroll,rate,288569.46031973476,283037.14714198903,905.1060880706464,"loaded cost per FTE 10,483 against 10,516 budgeted (monthly)",288569.46031973476,False
2026-04,rd_payroll,R&D payroll,headcount,950092.5385557468,885296.3117078551,72318.13034787257,67.0 FTE against 72.5 budgeted (budget net of vacancy allowance),950092.5385557468,True
2026-04,rd_payroll,R&D payroll,rate,950092.5385557468,885296.3117078551,-7521.9034999809155,"loaded cost per FTE 13,213 against 13,101 budgeted (monthly)",950092.5385557468,False
2026-04,sm_payroll,Sales and marketing payroll,headcount,352750.6951783683,306855.27145527827,39246.12737665848,27.0 FTE against 30.4 budgeted (budget net of vacancy allowance),352750.6951783683,True
2026-04,sm_payroll,Sales and marketing payroll,rate,352750.6951783683,306855.27145527827,6649.296346431536,"loaded cost per FTE 11,365 against 11,611 budgeted (monthly)",352750.6951783683,False
2026-04,ga_payroll,G&A payroll,headcount,249554.54480228166,254910.49273563866,-5092.9498939241275,15.0 FTE against 14.7 budgeted (budget net of vacancy allowance),249554.54480228166,False
2026-04,ga_payroll,G&A payroll,rate,249554.54480228166,254910.49273563866,-262.9980394328959,"loaded cost per FTE 16,994 against 16,976 budgeted (monthly)",249554.54480228166,False
2026-04,sm_programs,Marketing programmes,volume,424270.0,368400.0,88270.0,12 new logos against 15.2 budgeted,424270.0,True
2026-04,sm_programs,Marketing programmes,rate,424270.0,368400.0,-32400.0,"programme spend per new logo 30,700 against 28,000 budgeted",424270.0,True
2026-04,cogs_third_party,Third-party software and data,spend,57304.24570052956,55582.69585572058,1721.5498448089784,"55,583 against 57,304 budgeted",57304.24570052956,False
2026-04,cogs_payment,Payment processing,spend,28652.12285026478,27791.34792786029,860.7749224044892,"27,791 against 28,652 budgeted",28652.12285026478,False
2026-04,cogs_recruiting,Customer operations recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-04,rd_recruiting,R&D recruiting,spend,0.0,42383.07262813943,-42383.07262813943,"42,383 against 0 budgeted",0.0,True
2026-04,rd_tooling,R&D tooling,spend,32634.0,30150.0,2484.0,"30,150 against 32,634 budgeted",32634.0,False
2026-04,rd_contractors,R&D contractors,spend,60000.0,60000.0,-0.0,"60,000 against 60,000 budgeted",60000.0,False
2026-04,sm_recruiting,Sales and marketing recruiting,spend,18000.0,0.0,18000.0,"0 against 18,000 budgeted",18000.0,False
2026-04,sm_commission,Sales commission,spend,76492.5760689969,63305.941368272215,13186.634700724688,"63,306 against 76,493 budgeted",76492.5760689969,False
2026-04,ga_recruiting,G&A recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-04,ga_rent,Rent,spend,71540.0,66750.0,4790.0,"66,750 against 71,540 budgeted",71540.0,False
2026-04,ga_software,Software seats,spend,26107.199999999997,24480.0,1627.199999999997,"24,480 against 26,107 budgeted",26107.199999999997,False
2026-04,ga_fixed,Fixed G&A,spend,75000.0,75000.0,-0.0,"75,000 against 75,000 budgeted",75000.0,False
2026-05,revenue_platform,Platform revenue,volume,1816411.8491521524,1753549.559361321,-75594.55236187499,Platform customers 513 against 535 budgeted,1816411.8491521524,True
2026-05,revenue_platform,Platform revenue,price,1816411.8491521524,1753549.559361321,12732.262571043524,"Platform revenue per customer 3,421 against 3,397 budgeted (monthly)",1816411.8491521524,False
2026-05,revenue_insights,Insights revenue,volume,155372.68983154173,145879.91000609408,-9492.779825447647,Insights customers 124 against 132 budgeted,155372.68983154173,False
2026-05,revenue_insights,Insights revenue,price,155372.68983154173,145879.91000609408,-2.8084728193711974e-11,"Insights revenue per customer 1,181 against 1,181 budgeted (monthly)",155372.68983154173,False
2026-05,cogs_cloud,Cloud hosting,usage,156374.99610677728,175878.46420091589,-19503.46809413859,"350,518 compute units against 304,289 budgeted",156374.99610677728,False
2026-05,cogs_cloud,Cloud hosting,rate,156374.99610677728,175878.46420091589,-1.9457682931504104e-11,effective unit cost 0.4219 against 0.4219 budgeted,156374.99610677728,False
2026-05,cogs_cloud,Cloud hosting,fixed,156374.99610677728,175878.46420091589,-0.0,"fixed cloud 28,000 against 28,000 budgeted",156374.99610677728,False
2026-05,cogs_payroll,Customer operations payroll,headcount,288569.46031973476,283037.14714198903,4627.20708967506,27.0 FTE against 27.4 budgeted (budget net of vacancy allowance),288569.46031973476,False
2026-05,cogs_payroll,Customer operations payroll,rate,288569.46031973476,283037.14714198903,905.1060880706464,"loaded cost per FTE 10,483 against 10,516 budgeted (monthly)",288569.46031973476,False
2026-05,rd_payroll,R&D payroll,headcount,950092.5385557468,910300.9758007616,46115.90920733901,69.0 FTE against 72.5 budgeted (budget net of vacancy allowance),950092.5385557468,True
2026-05,rd_payroll,R&D payroll,rate,950092.5385557468,910300.9758007616,-6324.346452353851,"loaded cost per FTE 13,193 against 13,101 budgeted (monthly)",950092.5385557468,False
2026-05,sm_payroll,Sales and marketing payroll,headcount,352750.6951783683,320140.53154027375,27634.84708770626,28.0 FTE against 30.4 budgeted (budget net of vacancy allowance),352750.6951783683,True
2026-05,sm_payroll,Sales and marketing payroll,rate,352750.6951783683,320140.53154027375,4975.316550388263,"loaded cost per FTE 11,434 against 11,611 budgeted (monthly)",352750.6951783683,False
2026-05,ga_payroll,G&A payroll,headcount,249554.54480228166,254910.49273563866,-5092.9498939241275,15.0 FTE against 14.7 budgeted (budget net of vacancy allowance),249554.54480228166,False
2026-05,ga_payroll,G&A payroll,rate,249554.54480228166,254910.49273563866,-262.9980394328959,"loaded cost per FTE 16,994 against 16,976 budgeted (monthly)",249554.54480228166,False
2026-05,sm_programs,Marketing programmes,volume,462000.0,549800.0,70000.0,14 new logos against 16.5 budgeted,462000.0,True
2026-05,sm_programs,Marketing programmes,rate,462000.0,549800.0,-157800.0,"programme spend per new logo 39,271 against 28,000 budgeted",462000.0,True
2026-05,cogs_third_party,Third-party software and data,spend,59153.53616951083,56982.88408102244,2170.6520884883867,"56,983 against 59,154 budgeted",59153.53616951083,False
2026-05,cogs_payment,Payment processing,spend,29576.768084755415,28491.44204051122,1085.3260442441933,"28,491 against 29,577 budgeted",29576.768084755415,False
2026-05,cogs_recruiting,Customer operations recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-05,rd_recruiting,R&D recruiting,spend,0.0,43841.11526349993,-43841.11526349993,"43,841 against 0 budgeted",0.0,True
2026-05,rd_tooling,R&D tooling,spend,32634.0,31050.0,1584.0,"31,050 against 32,634 budgeted",32634.0,False
2026-05,rd_contractors,R&D contractors,spend,60000.0,60000.0,-0.0,"60,000 against 60,000 budgeted",60000.0,False
2026-05,sm_recruiting,Sales and marketing recruiting,spend,0.0,18229.507663509565,-18229.507663509565,"18,230 against 0 budgeted",0.0,False
2026-05,sm_commission,Sales commission,spend,82103.64936538707,70130.11453701578,11973.534828371296,"70,130 against 82,104 budgeted",82103.64936538707,False
2026-05,ga_recruiting,G&A recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-05,ga_rent,Rent,spend,71540.0,68300.0,3240.0,"68,300 against 71,540 budgeted",71540.0,False
2026-05,ga_software,Software seats,spend,26107.199999999997,25020.0,1087.199999999997,"25,020 against 26,107 budgeted",26107.199999999997,False
2026-05,ga_fixed,Fixed G&A,spend,75000.0,75000.0,-0.0,"75,000 against 75,000 budgeted",75000.0,False
2026-06,revenue_platform,Platform revenue,volume,1874614.694512374,1790911.8534541766,-97100.83918025628,Platform customers 520 against 548 budgeted,1874614.694512374,True
2026-06,revenue_platform,Platform revenue,price,1874614.694512374,1790911.8534541766,13397.998122058882,"Platform revenue per customer 3,445 against 3,419 budgeted (monthly)",1874614.694512374,False
2026-06,revenue_insights,Insights revenue,volume,164804.5120144588,152547.34085539286,-12257.171159065934,Insights customers 128 against 138 budgeted,164804.5120144588,False
2026-06,revenue_insights,Insights revenue,price,164804.5120144588,152547.34085539286,0.0,"Insights revenue per customer 1,193 against 1,193 budgeted (monthly)",164804.5120144588,False
2026-06,cogs_cloud,Cloud hosting,usage,161424.063305684,179584.58317450676,-18160.51986882276,"360,023 compute units against 316,891 budgeted",161424.063305684,False
2026-06,cogs_cloud,Cloud hosting,rate,161424.063305684,179584.58317450676,-1.998530052215053e-11,effective unit cost 0.4210 against 0.4210 budgeted,161424.063305684,False
2026-06,cogs_cloud,Cloud hosting,fixed,161424.063305684,179584.58317450676,-0.0,"fixed cloud 28,000 against 28,000 budgeted",161424.063305684,False
2026-06,cogs_payroll,Customer operations payroll,headcount,288569.46031973476,282552.53155031987,4627.20708967506,27.0 FTE against 27.4 budgeted (budget net of vacancy allowance),288569.46031973476,False
2026-06,cogs_payroll,Customer operations payroll,rate,288569.46031973476,282552.53155031987,1389.7216797398505,"loaded cost per FTE 10,465 against 10,516 budgeted (monthly)",288569.46031973476,False
2026-06,rd_payroll,R&D payroll,headcount,950092.5385557468,890741.5808156335,59217.01977760579,68.0 FTE against 72.5 budgeted (budget net of vacancy allowance),950092.5385557468,True
2026-06,rd_payroll,R&D payroll,rate,950092.5385557468,890741.5808156335,133.93796250740706,"loaded cost per FTE 13,099 against 13,101 budgeted (monthly)",950092.5385557468,False
2026-06,sm_payroll,Sales and marketing payroll,headcount,352750.6951783683,320140.53154027375,27634.84708770626,28.0 FTE against 30.4 budgeted (budget net of vacancy allowance),352750.6951783683,True
2026-06,sm_payroll,Sales and marketing payroll,rate,352750.6951783683,320140.53154027375,4975.316550388263,"loaded cost per FTE 11,434 against 11,611 budgeted (monthly)",352750.6951783683,False
2026-06,ga_payroll,G&A payroll,headcount,249554.54480228166,244028.03939165163,11883.54975248959,14.0 FTE against 14.7 budgeted (budget net of vacancy allowance),249554.54480228166,False
2026-06,ga_payroll,G&A payroll,rate,249554.54480228166,244028.03939165163,-6357.044341859575,"loaded cost per FTE 17,431 against 16,976 budgeted (monthly)",249554.54480228166,False
2026-06,sm_programs,Marketing programmes,volume,508200.00000000006,399100.0,144200.00000000006,13 new logos against 18.2 budgeted,508200.00000000006,True
2026-06,sm_programs,Marketing programmes,rate,508200.00000000006,399100.0,-35100.0,"programme spend per new logo 30,700 against 28,000 budgeted",508200.00000000006,True
2026-06,cogs_third_party,Third-party software and data,spend,61182.576195804984,58303.77582928708,2878.800366517906,"58,304 against 61,183 budgeted",61182.576195804984,False
2026-06,cogs_payment,Payment processing,spend,30591.288097902492,29151.887914643543,1439.4001832589493,"29,152 against 30,591 budgeted",30591.288097902492,False
2026-06,cogs_recruiting,Customer operations recruiting,spend,0.0,13524.442577595137,-13524.442577595137,"13,524 against 0 budgeted",0.0,False
2026-06,rd_recruiting,R&D recruiting,spend,0.0,14438.192114428217,-14438.192114428217,"14,438 against 0 budgeted",0.0,False
2026-06,rd_tooling,R&D tooling,spend,32634.0,30600.0,2034.0,"30,600 against 32,634 budgeted",32634.0,False
2026-06,rd_contractors,R&D contractors,spend,60000.0,60000.0,-0.0,"60,000 against 60,000 budgeted",60000.0,False
2026-06,sm_recruiting,Sales and marketing recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-06,sm_commission,Sales commission,spend,88897.45329481333,68101.65497535258,20795.79831946075,"68,102 against 88,897 budgeted",88897.45329481333,False
2026-06,ga_recruiting,G&A recruiting,spend,0.0,0.0,-0.0,0 against 0 budgeted,0.0,False
2026-06,ga_rent,Rent,spend,71540.0,67450.0,4090.0,"67,450 against 71,540 budgeted",71540.0,False
2026-06,ga_software,Software seats,spend,26107.199999999997,24660.0,1447.199999999997,"24,660 against 26,107 budgeted",26107.199999999997,False
2026-06,ga_fixed,Fixed G&A,spend,75000.0,75000.0,-0.0,"75,000 against 75,000 budgeted",75000.0,False
2026-07,revenue_platform,Platform revenue,volume,1919980.3526011854,1820439.9121386632,-109390.32116440385,Platform customers 526 against 557 budgeted,1919980.3526011854,True
2026-07,revenue_platform,Platform revenue,price,1919980.3526011854,1820439.9121386632,9849.880701881657,"Platform revenue per customer 3,463 against 3,444 budgeted (monthly)",1919980.3526011854,False
2026-07,revenue_insights,Insights revenue,volume,173285.44601791745,158978.88416099397,-14306.561856923541,Insights customers 132 against 144 budgeted,173285.44601791745,False
2026-07,revenue_insights,Insights revenue,price,173285.44601791745,158978.88416099397,6.000693309613696e-11,"Insights revenue per customer 1,205 against 1,205 budgeted (monthly)",173285.44601791745,False
2026-07,cogs_cloud,Cloud hosting,usage,165507.82684153583,179693.63836189557,-14185.81152035972,"361,004 compute units against 327,244 budgeted",165507.82684153583,False
2026-07,cogs_cloud,Cloud hosting,rate,165507.82684153583,179693.63836189557,-2.0039758154279458e-11,effective unit cost 0.4202 against 0.4202 budgeted,165507.82684153583,False
2026-07,cogs_cloud,Cloud hosting,fixed,165507.82684153583,179693.63836189557,-0.0,"fixed cloud 28,000 against 28,000 budgeted",165507.82684153583,False
2026-07,cogs_payroll,Customer operations payroll,headcount,288569.46031973476,282552.53155031987,4627.20708967506,27.0 FTE against 27.4 budgeted (budget net of vacancy allowance),288569.46031973476,False
2026-07,cogs_payroll,Customer operations payroll,rate,288569.46031973476,282552.53155031987,1389.7216797398505,"loaded cost per FTE 10,465 against 10,516 budgeted (monthly)",288569.46031973476,False
2026-07,rd_payroll,R&D payroll,headcount,950092.5385557468,925826.9615281529,19913.68806680545,71.0 FTE against 72.5 budgeted (budget net of vacancy allowance),950092.5385557468,False
